method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,15000,15000,15000,single_stage,1237.1287899017334,1311.4291274547577,74.30033755302429,39.05170230865478,0.9909102022647858,0.010286968853324651,0.002176396158756688,0.0035590764740481974,0.002176396158756688,73928,0.004482774063944817,4.441340923309326
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,16000,16000,16000,single_stage,1346.4680540561676,1425.2229120731354,78.75485801696777,39.51307926177979,0.9918633788824082,0.009532583132386207,0.0020365589880384505,0.003256571413949128,0.0020365589880384505,73928,0.0020287702791392803,4.4247777462005615
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,17000,17000,17000,single_stage,1455.7188131809235,1538.9125020503998,83.19368886947632,40.03464336395264,0.9923313289880753,0.009062489401549101,0.0019611574767623096,0.0031026601837947877,0.0019611574767623096,73928,0.0037412792444229126,4.434810400009155
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,18000,18000,18000,single_stage,1564.6927077770233,1652.3336107730865,87.64090299606323,40.03478927612305,0.9924116790294647,0.008728900505229831,0.0019381123536732047,0.0030681540770456242,0.0019381123536732047,73928,0.001512489514425397,4.413064241409302
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,19000,19000,19000,single_stage,1673.7694232463837,1765.8361775875092,92.06675434112549,40.125684356689455,0.9925699979066849,0.008517083595506847,0.0019139664364047348,0.003017173567786813,0.0019139664364047348,73928,0.002270943485200405,4.4167320728302
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,20000,20000,20000,single_stage,1782.599133014679,1879.0966591835022,96.49752616882324,40.501257514953615,0.992830416560173,0.008132186299189926,0.0018753600132185965,0.0029342046985402753,0.0018753600132185965,73928,0.0016802360769361258,4.413771390914917
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,21000,21000,21000,single_stage,1891.4102022647858,1992.3358843326569,100.9256820678711,40.30573272705078,0.9927386671304703,0.008072753180749714,0.0018873998196795583,0.0029621864296495827,0.0018873998196795583,73928,0.001769773312844336,4.432971954345703
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,22000,22000,22000,single_stage,2000.297275543213,2105.6729147434235,105.37563920021057,40.88095626831055,0.9933395832777023,0.007725441525690257,0.0018049878068268298,0.002776073589920998,0.0018049878068268298,73928,0.0030397989321500063,4.443065404891968
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,23000,23000,23000,single_stage,2108.7149159908295,2218.5514895915985,109.83657360076904,41.14731101989746,0.9935793071985245,0.007548197824507952,0.0017537908803205936,0.0026871712645515754,0.0017537908803205936,73928,0.0017337707104161382,4.420866250991821
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,24000,24000,24000,single_stage,2217.2766630649567,2331.551352739334,114.27468967437744,41.33371906280517,0.9936757504940033,0.0074445878388360144,0.001738426581141539,0.002655591166112581,0.001738426581141539,73928,0.0012975974241271615,4.439783096313477
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,25000,25000,25000,single_stage,2325.7251880168915,2444.451328754425,118.72614073753357,41.11672019958496,0.9935090690851212,0.007421735092066228,0.0017729032319039107,0.0027165087684988976,0.0017729032319039107,73928,0.002891909796744585,4.440009832382202
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,26000,26000,26000,single_stage,2434.2959270477295,2557.4765708446503,123.18064379692078,41.50476264953613,0.9939261823892593,0.007245419290848076,0.0017025327601004393,0.002576789730228484,0.0017025327601004393,73928,0.001265152357518673,4.419191598892212
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,27000,27000,27000,single_stage,2542.756587266922,2670.3715481758118,127.61496090888977,41.61679954528809,0.9939630210399628,0.007190457149408758,0.0016895890847081318,0.002559067059773943,0.0016895890847081318,73928,0.0013512393925338984,4.4425740242004395
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,28000,28000,28000,single_stage,2651.1587476730347,2783.236738920212,132.07799124717712,41.72830753326416,0.9940985172986985,0.007083477079868316,0.0016666451730998233,0.002513612678740165,0.0016666451730998233,73928,0.0018500725273042917,4.429634094238281
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,29000,29000,29000,single_stage,2759.4386625289917,2895.958695411682,136.52003288269043,41.85855560302734,0.9941510200500489,0.007000823994167149,0.0016534362424863503,0.0024925449839793105,0.0016534362424863503,73928,0.002900331048294902,4.419727325439453
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,iterations,mutant_iters30000,False,0,30000,30000,30000,single_stage,2867.8273940086365,3008.7891459465027,140.9617519378662,41.847090339660646,0.9941027879714965,0.006975015765056014,0.0016569568280829117,0.002505007868167022,0.0016569568280829117,73928,0.0019920035265386105,4.431598424911499
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,1,1,1,single_stage,5.245208740234375e-06,5.245208740234375e-06,0.0,6.523842167854309,0.035702507756650445,0.19398675858974457,0.46068582236766814,0.5614081563428045,0.46068582236766814,100000,0.5716475248336792,6.925201416015625
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,987,987,987,single_stage,30.01036262512207,36.94652700424194,6.936164379119873,18.064132595062254,0.813330414891243,0.15799509435892106,0.04620010778307915,0.07429400324821471,0.04620010778307915,6549,0.019167892634868622,3.9600324630737305
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,2448,2448,2448,single_stage,60.01910209655762,70.93789076805115,10.91878867149353,17.419707202911376,0.787142539024353,0.17380799427628518,0.05297167785465717,0.08494883447885514,0.05297167785465717,24668,0.018494224175810814,4.0641069412231445
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,3351,3351,3351,single_stage,90.06692838668823,105.06923031806946,15.002301931381226,24.972338676452637,0.9222272068262101,0.08141966070979834,0.012651464017108083,0.025675729848444455,0.012651464017108083,22426,0.021678848192095757,3.9991960525512695
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,3908,3908,3908,single_stage,120.07512617111206,139.0940043926239,19.01887822151184,28.493373107910156,0.9495716035366059,0.057519934885203836,0.0074752411805093285,0.016065872237086293,0.0074752411805093285,31427,0.01715160720050335,4.077095031738281
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,4385,4385,4385,single_stage,150.10402512550354,173.21290397644043,23.10887885093689,29.161989974975587,0.9555303275585174,0.04924799706786871,0.00665545955998823,0.014218302136287104,0.00665545955998823,37415,0.008405962027609348,4.143192768096924
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,4811,4811,4811,single_stage,180.12533259391785,207.3930003643036,27.267667770385742,29.787045860290526,0.9594331860542298,0.04424263434484601,0.006148189853411168,0.01303191467188298,0.006148189853411168,44324,0.014490076340734959,4.232059955596924
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,5199,5199,5199,single_stage,210.17950701713562,241.69310569763184,31.513598680496216,30.34103298187256,0.9624799400568008,0.03996083093807101,0.00580334992846474,0.01214669193141163,0.00580334992846474,48239,0.017614686861634254,4.2782676219940186
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,5560,5560,5560,single_stage,240.21817684173584,276.02402353286743,35.80584669113159,31.63962278366089,0.9682392120361328,0.03578312154859305,0.004991252312902361,0.010345159443095322,0.004991252312902361,52920,0.005230160430073738,4.317530393600464
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,5901,5901,5901,single_stage,270.27975583076477,310.4241187572479,40.144362926483154,30.40473680496216,0.9641158252954483,0.03748944364488125,0.005769904598128051,0.011792758619412789,0.005769904598128051,57153,0.010473892092704773,4.381082773208618
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,6230,6230,6230,single_stage,300.3627383708954,344.9014353752136,44.53869700431824,32.34165105819702,0.9696745932102203,0.03189144497737288,0.004703616222832352,0.00982797433622182,0.004703616222832352,57724,0.007265209220349789,4.378852605819702
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,6553,6553,6553,single_stage,330.40904426574707,379.33945202827454,48.930407762527466,31.566862392425538,0.9709741353988648,0.030160782299935816,0.004655682574957609,0.00952971898019313,0.004655682574957609,60246,0.007968219928443432,4.403154373168945
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,6865,6865,6865,single_stage,360.4189691543579,413.76979398727417,53.35082483291626,32.71058807373047,0.9713531404733657,0.029581331368535756,0.004488924623001367,0.009320511603727946,0.004488924623001367,62554,0.010200753808021545,4.411967039108276
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,7169,7169,7169,single_stage,390.44168305397034,448.219589471817,57.77790641784668,33.43811922073364,0.9756989747285842,0.026463343296200037,0.003984871989814565,0.008048102646134803,0.003984871989814565,64880,0.01168762892484665,4.436116695404053
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,7465,7465,7465,single_stage,420.5300409793854,482.7616765499115,62.23163557052612,33.18869476318359,0.9761229068040848,0.024978085700422526,0.004001175326993689,0.007976358900778,0.004001175326993689,66698,0.004291573539376259,4.4582860469818115
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,7757,7757,7757,single_stage,450.629962682724,517.3341624736786,66.70419979095459,32.93979806900025,0.9758039742708207,0.025111670698970558,0.004131145536666736,0.008144121575169257,0.004131145536666736,68313,0.010130541399121284,4.477282285690308
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,8042,8042,8042,single_stage,480.6571719646454,551.8533353805542,71.19616341590881,34.015673065185545,0.9774632602930069,0.023349300585687162,0.003822609258349985,0.007565435348078608,0.003822609258349985,69806,0.0073674703016877174,4.495474815368652
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,8322,8322,8322,single_stage,510.6725745201111,586.3845000267029,75.7119255065918,32.90384607315063,0.9757448107004165,0.02241565389558673,0.004106812766985967,0.00813648807350547,0.004106812766985967,71196,0.005343092605471611,4.491764068603516
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,8599,8599,8599,single_stage,540.7243876457214,620.9420487880707,80.21766114234924,34.97881317138672,0.9811360657215118,0.02076639737933874,0.0033294648514129222,0.0064363587368279785,0.0033294648514129222,72059,0.005775195546448231,4.497178792953491
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,8874,8874,8874,single_stage,570.8278141021729,655.5564517974854,84.7286376953125,34.24932651519775,0.9801418781280518,0.020267034554854034,0.0034931613074149935,0.006766153420321643,0.0034931613074149935,73194,0.0068412041291594505,4.493727207183838
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,9145,9145,9145,single_stage,600.834498167038,690.0713324546814,89.23683428764343,34.201106548309326,0.9782051205635071,0.021500875102356078,0.003707734646741301,0.00732516360469163,0.003707734646741301,71524,0.005414709914475679,4.485329627990723
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,9421,9421,9421,single_stage,630.9432270526886,724.6793131828308,93.73608613014221,34.37901916503906,0.9778227597475052,0.020894655724987388,0.0037641775328665973,0.007446790076792236,0.0037641775328665973,72370,0.008079958148300648,4.507804870605469
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,9694,9694,9694,single_stage,660.9444234371185,759.202098608017,98.25767517089844,35.408722972869874,0.9830481141805649,0.01793024204671383,0.003179833199828863,0.0059342437237501055,0.003179833199828863,72818,0.006003900431096554,4.505820274353027
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,9965,9965,9965,single_stage,690.9647033214569,793.743673324585,102.77897000312805,34.28163557052612,0.9797895222902298,0.018596253683790566,0.0035776299715507775,0.006904199519194671,0.0035776299715507775,73406,0.0038638971745967865,4.510838508605957
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,10235,10235,10235,single_stage,721.0193474292755,828.3262569904327,107.30690956115723,36.45288534164429,0.9857606023550034,0.015927875973284246,0.0028173384023830296,0.005101750250905744,0.0028173384023830296,73974,0.005233650095760822,4.495842933654785
Deformable-3DGS (Yang et al.),Deformable-3DGS,mutant,target_eval_loss,mutant_loss0p003106,False,0,10505,10505,10505,single_stage,751.1251699924469,862.9413771629333,111.81620717048645,36.03418598175049,0.9859594374895095,0.015552967647090554,0.0028325021034106613,0.005074114184826622,0.0028325021034106613,74341,0.002199320588260889,4.50709080696106
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,1,1,1,single_stage,5.9604644775390625e-06,5.9604644775390625e-06,0.0,6.467371320724487,0.049067896977066996,0.1755728043615818,0.464470186829567,0.5617625700682402,0.464470186829567,100000,0.5652517676353455,11.543617486953735
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,1000,1000,1000,single_stage,29.204970121383667,40.76080918312073,11.55583906173706,20.445078468322755,0.8916412681341171,0.11206935197114945,0.026771518401801586,0.04308896109461784,0.026771518401801586,4316,0.02094626985490322,3.6335294246673584
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,2000,2000,2000,single_stage,48.95384669303894,64.15641951560974,15.2025728225708,20.56963119506836,0.8845949828624725,0.11645680032670498,0.027151365391910078,0.04480209574103356,0.027151365391910078,7431,0.020585820078849792,3.816822052001953
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,3000,3000,3000,single_stage,69.00295901298523,88.03628349304199,19.033324480056763,20.570242595672607,0.8792185992002487,0.11885654926300049,0.027832887880504132,0.04642259046435357,0.027832887880504132,9286,0.06276488304138184,3.7781851291656494
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,4000,4000,4000,single_stage,99.61598372459412,122.44086480140686,22.824881076812744,28.311320877075197,0.9549827873706818,0.061079430393874645,0.00717615163885057,0.014744363836944104,0.00717615163885057,10969,0.010940112173557281,3.7249510288238525
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,5000,5000,5000,single_stage,134.8706247806549,161.4359736442566,26.565348863601685,30.49149341583252,0.9658176630735398,0.04596136631444096,0.00510682025924325,0.010921923592686645,0.00510682025924325,15542,0.004463823512196541,3.8118295669555664
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,6000,6000,6000,single_stage,174.83322715759277,205.23337841033936,30.400151252746582,29.947148513793945,0.9656301587820053,0.04414036301895976,0.0053606612258590754,0.011162497224286198,0.0053606612258590754,18684,0.00872607622295618,3.8289499282836914
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,7000,7000,7000,single_stage,217.4855420589447,251.7274558544159,34.24191379547119,31.483148288726806,0.9718177318572998,0.0346587392501533,0.004183560516685248,0.008983302041888238,0.004183560516685248,20906,0.008696721866726875,3.846592426300049
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,8000,8000,8000,single_stage,262.82723093032837,300.9286391735077,38.10140824317932,32.29431915283203,0.9735177040100098,0.030350263742730022,0.0038237773056607693,0.008355481042526654,0.0038237773056607693,22891,0.009970101527869701,3.864508628845215
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,9000,9000,9000,single_stage,310.6601026058197,352.63952898979187,41.97942638397217,33.44910478591919,0.9775133281946182,0.026828981190919875,0.0033189221692737194,0.007152472096495331,0.0033189221692737194,24430,0.00804171059280634,3.8657469749450684
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,10000,10000,10000,single_stage,359.91607189178467,405.781849861145,45.86577796936035,34.48342390060425,0.9800734698772431,0.02358446819707751,0.0029828329803422093,0.00637157240882515,0.0029828329803422093,25318,0.004350944887846708,3.8843095302581787
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,11000,11000,11000,single_stage,410.47868037223816,460.24180340766907,49.76312303543091,35.35661563873291,0.9833198696374893,0.020203801197931172,0.002555890701478347,0.0053807386336848185,0.002555890701478347,26293,0.007210328709334135,3.9168741703033447
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,12000,12000,12000,single_stage,461.94574332237244,515.6378977298737,53.69215440750122,37.035899829864505,0.9853644907474518,0.018457285407930613,0.002294621925102547,0.004762799390591677,0.002294621925102547,27056,0.002382629318162799,3.9290318489074707
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,13000,13000,13000,single_stage,514.1892039775848,571.8233675956726,57.63416361808777,37.02171173095703,0.9861655473709107,0.016843302315101026,0.002185799117432907,0.004515529819764193,0.002185799117432907,27305,0.002648686058819294,3.9263999462127686
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,14000,14000,14000,single_stage,566.6097197532654,628.1833262443542,61.57360649108887,38.87825317382813,0.9892179012298584,0.014732409548014403,0.0018350315978750587,0.003624445032328363,0.0018350315978750587,27706,0.002327744849026203,3.918722152709961
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,15000,15000,15000,single_stage,619.3821678161621,684.8886563777924,65.50648856163025,38.33071184158325,0.988482865691185,0.01395507538691163,0.001936610956909135,0.0038527156272902996,0.001936610956909135,28048,0.0026410436257719994,3.922689914703369
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,16000,16000,16000,single_stage,671.7267153263092,741.1717603206635,69.44504499435425,40.52723369598389,0.991141739487648,0.012835365277715028,0.001608200671034865,0.0030582126392982812,0.001608200671034865,28048,0.0032873512245714664,3.9389188289642334
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,17000,17000,17000,single_stage,724.0869174003601,797.4963481426239,73.4094307422638,40.447333335876465,0.9912992507219315,0.012277909461408854,0.0015790221310453489,0.003003367560449983,0.0015790221310453489,28048,0.0024699086789041758,3.9381415843963623
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,18000,18000,18000,single_stage,776.4314305782318,853.7931509017944,77.36172032356262,40.34762401580811,0.99117990732193,0.011810275469906628,0.0015838057355722413,0.0030310631240718024,0.0015838057355722413,28048,0.0023837024345993996,3.947655439376831
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,19000,19000,19000,single_stage,828.7435667514801,910.0668222904205,81.32325553894043,41.83597812652588,0.992455142736435,0.01102464299183339,0.0014371947647305206,0.00265872726449742,0.0014371947647305206,28048,0.001487810630351305,3.927107334136963
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,20000,20000,20000,single_stage,880.9740808010101,966.238302230835,85.26422142982483,41.92229175567627,0.9927942037582398,0.010543517488986253,0.0013982356496853754,0.0025597477681003422,0.0013982356496853754,28048,0.0012051351368427277,3.915229082107544
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,21000,21000,21000,single_stage,933.1120388507843,1022.3056337833405,89.19359493255615,42.101267433166505,0.9930051267147064,0.010285818087868392,0.0013739269663346932,0.0024981162301264707,0.0013739269663346932,28048,0.0011781447101384401,3.9188294410705566
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,22000,22000,22000,single_stage,985.1806690692902,1078.3049767017365,93.12430763244629,42.41462879180908,0.9932355374097824,0.010016773152165115,0.0013344409497221931,0.0024204452778212684,0.0013344409497221931,28048,0.001222278573550284,3.9184775352478027
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,23000,23000,23000,single_stage,1037.3314578533173,1134.3876059055328,97.05614805221558,42.539346885681155,0.9932871669530868,0.009833571547642351,0.0013310454523889348,0.002407402971293782,0.0013310454523889348,28048,0.0010597424115985632,3.9202544689178467
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,24000,24000,24000,single_stage,1089.5413410663605,1190.5410318374634,100.9996907711029,42.77078552246094,0.9934495210647583,0.009656595217529684,0.0013091172848362475,0.0023573896149173467,0.0013091172848362475,28048,0.0008079966064542532,3.9280333518981934
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,25000,25000,25000,single_stage,1141.8028120994568,1246.7431950569153,104.9403829574585,42.66630630493164,0.9935146003961564,0.009558394667692482,0.0013126173900673166,0.0023471738328225827,0.0013126173900673166,28048,0.0025173972826451063,3.9311037063598633
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,26000,26000,26000,single_stage,1194.0492601394653,1302.9333674907684,108.8841073513031,43.05501575469971,0.993624010682106,0.009376279497519135,0.0012778526986949145,0.002297480022534724,0.0012778526986949145,28048,0.0016788615612313151,3.932187795639038
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,27000,27000,27000,single_stage,1246.3271293640137,1359.163857460022,112.8367280960083,43.162956619262694,0.9938461065292359,0.009199258987791836,0.0012576769018778577,0.002236920215655109,0.0012576769018778577,28048,0.0025305587332695723,3.932196617126465
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,28000,28000,28000,single_stage,1298.6359167099,1415.4189455509186,116.78302884101868,43.307170677185056,0.9939773172140122,0.00903935506939888,0.0012351288663921879,0.0021926396503113166,0.0012351288663921879,28048,0.001424560323357582,3.927460193634033
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,29000,29000,29000,single_stage,1351.049066066742,1471.7731218338013,120.72405576705933,43.335748291015626,0.9939942777156829,0.008971501851920038,0.001236631243955344,0.0021904494520276875,0.001236631243955344,28048,0.0012832427164539695,3.929396152496338
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,iterations,standup_iters30000,False,0,30000,30000,30000,single_stage,1403.4443521499634,1528.1124172210693,124.66806507110596,43.438557624816895,0.9940105170011521,0.008945937035605311,0.0012335288367467002,0.0021847196691669483,0.0012335288367467002,28048,0.002070920541882515,3.9286274909973145
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,1,1,1,single_stage,6.67572021484375e-06,6.67572021484375e-06,0.0,6.467371320724487,0.049067896977066996,0.1755728043615818,0.464470186829567,0.5617625700682402,0.464470186829567,100000,0.5652517676353455,6.798229932785034
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,982,982,982,single_stage,30.00239133834839,36.81820034980774,6.815809011459351,20.43954734802246,0.8921469271183013,0.11222621724009514,0.02662625825032592,0.04287162117660047,0.02662625825032592,4327,0.031248951330780983,3.8860156536102295
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,2500,2500,2500,single_stage,60.011000871658325,70.72603797912598,10.715037107467651,20.687695217132568,0.8812928706407547,0.11713350564241409,0.02713457206264138,0.04544908352196217,0.02713457206264138,8428,0.037195704877376556,3.8233745098114014
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,3651,3651,3651,single_stage,90.028883934021,104.58083128929138,14.551947355270386,26.20318717956543,0.9459963828325272,0.07206507660448551,0.009713343228213489,0.018571398016065357,0.009713343228213489,9310,0.016702905297279358,3.8229820728302
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,4547,4547,4547,single_stage,120.0308485031128,138.41956233978271,18.388713836669922,29.099123001098633,0.960865181684494,0.05275053083896637,0.006189822242595256,0.01277882145717741,0.006189822242595256,13553,0.019605860114097595,3.867588758468628
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,5346,5346,5346,single_stage,150.03324460983276,172.30213284492493,22.268888235092163,31.1732159614563,0.9674882113933563,0.043427950143814086,0.0046587308635935186,0.010229342412203558,0.0046587308635935186,16458,0.015717284753918648,3.8915624618530273
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,6082,6082,6082,single_stage,180.04477906227112,206.21992254257202,26.175143480300903,32.303463745117185,0.9711002081632614,0.039123442210257056,0.004137812892440707,0.009090208681300293,0.004137812892440707,18602,0.006638848222792149,3.9401156902313232
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,6792,6792,6792,single_stage,210.07266426086426,240.2001645565033,30.127500295639038,31.254954433441164,0.9695559620857239,0.03601177791133523,0.004330983001273126,0.009553593983873718,0.004330983001273126,20175,0.006117198616266251,3.9344305992126465
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,7465,7465,7465,single_stage,240.1092405319214,274.18494153022766,34.075700998306274,32.77925176620484,0.9737002402544022,0.03259836924262345,0.003964066214393824,0.008431204920634629,0.003964066214393824,21870,0.005864368751645088,3.9541547298431396
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,8109,8109,8109,single_stage,270.13710832595825,308.17926502227783,38.04215669631958,31.799370193481444,0.9741600155830383,0.029784227581694724,0.003755109361372888,0.008172084372490646,0.003755109361372888,23295,0.006324082612991333,3.991905450820923
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,8733,8733,8733,single_stage,300.16063952445984,342.20712900161743,42.04648947715759,33.399752616882324,0.9759122401475906,0.028532601473852993,0.0034688224317505957,0.007592609915882359,0.0034688224317505957,24411,0.01236719824373722,3.9973535537719727
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,9341,9341,9341,single_stage,330.19461154937744,376.25223112106323,46.05761957168579,34.5065055847168,0.9803355246782303,0.024686875846236946,0.002878469880670309,0.006235670968890194,0.002878469880670309,24684,0.0055861882865428925,3.9976048469543457
